"UF","Município","Zonas","Locais","Seções","Eleitorado","EleitoradoFeminino","EleitoradoMasculino","PorcentagemF","PorcentagemM"
"SC","Balneário Piçarras",1,9,61,2089,1067,1022,51.08,48.92
"SC","Balneário Rincão",1,9,39,1718,901,817,52.44,47.56
"PR","Balsa Nova",1,10,40,1288,656,632,50.93,49.07
"MA","Balsas",1,63,238,2448,1310,1138,53.51,46.49
"MG","Bambuí",1,15,67,1422,758,652,53.31,45.85
"CE","Banabuiú",1,30,60,1506,763,743,50.66,49.34
"SP","Bananal",1,4,27,1035,553,482,53.43,46.57
"PB","Bananeiras",1,12,63,1447,800,647,55.29,44.71
"MG","Bandeira",1,2,16,905,479,419,52.93,46.3
"MG","Bandeira Do Sul",1,3,18,788,417,367,52.92,46.57
"SC","Bandeirante",1,3,10,625,313,312,50.08,49.92
"MS","Bandeirantes",1,8,25,1423,725,698,50.95,49.05
"PR","Bandeirantes",1,12,82,1605,852,753,53.08,46.92
"TO","Bandeirantes Do Tocantins",1,4,13,718,360,358,50.14,49.86
"PA","Bannach",1,2,12,952,465,487,48.84,51.16
"BA","Banzaê",1,16,41,1210,615,595,50.83,49.17
"PB","Baraúna",1,4,19,788,411,377,52.16,47.84
"RN","Baraúna",1,17,65,1484,795,689,53.57,46.43
"MG","Barbacena",1,61,349,2911,1544,1304,53.04,44.8
"CE","Barbalha",1,47,170,2357,1279,1078,54.26,45.74
"SP","Barbosa",1,3,22,949,508,441,53.53,46.47
"PR","Barbosa Ferraz",1,8,35,1176,627,549,53.32,46.68
"PA","Barcarena",1,76,316,3453,1811,1641,52.45,47.52
"RN","Barcelona",1,4,14,800,421,379,52.62,47.38
"AM","Barcelos",1,12,37,1475,778,697,52.75,47.25
"SP","Bariri",1,8,68,1356,723,631,53.32,46.53
"BA","Barra",1,73,145,1969,1014,951,51.5,48.3
"SC","Barra Bonita",1,3,7,488,252,236,51.64,48.36
"SP","Barra Bonita",1,13,101,1629,860,769,52.79,47.21
"PI","Barra D'alcântara",1,6,15,763,404,359,52.95,47.05
"BA","Barra Da Estiva",1,28,73,1446,775,671,53.6,46.4
"PE","Barra De Guabiraba",1,4,30,1233,661,572,53.61,46.39
"PB","Barra De Santa Rosa",1,8,42,1352,738,614,54.59,45.41
"PB","Barra De Santana",1,5,28,1045,549,496,52.54,47.46
"AL","Barra De Santo Antônio",1,7,41,1470,781,689,53.13,46.87
"ES","Barra De São Francisco",1,22,112,1787,948,817,53.05,45.72
"AL","Barra De São Miguel",1,5,26,1454,786,668,54.06,45.94
"PB","Barra De São Miguel",1,3,18,967,507,460,52.43,47.57
"MT","Barra Do Bugres",1,18,85,1729,892,837,51.59,48.41
"SP","Barra Do Chapéu",1,6,16,794,414,380,52.14,47.86
"BA","Barra Do Choça",1,21,107,1717,925,792,53.87,46.13
"MA","Barra Do Corda",1,106,316,2671,1401,1270,52.45,47.55
"MT","Barra Do Garças",1,30,224,3088,1591,1496,51.52,48.45
"RS","Barra Do Guarita",1,6,10,679,356,323,52.43,47.57
"PR","Barra Do Jacaré",1,1,9,744,391,353,52.55,47.45
"BA","Barra Do Mendes",1,32,61,1251,638,612,51,48.92
"TO","Barra Do Ouro",1,3,15,953,463,490,48.58,51.42
"RJ","Barra Do Piraí",1,33,255,2613,1385,1162,53,44.47
"RS","Barra Do Quaraí",1,2,11,856,440,416,51.4,48.6
"RS","Barra Do Ribeiro",1,8,33,1241,656,585,52.86,47.14
"RS","Barra Do Rio Azul",1,3,6,409,207,202,50.61,49.39
"BA","Barra Do Rocha",1,5,26,945,502,443,53.12,46.88
"SP","Barra Do Turvo",1,2,24,1012,523,487,51.68,48.12
"SE","Barra Dos Coqueiros",1,18,111,2813,1513,1300,53.79,46.21
"RS","Barra Funda",1,10,13,596,322,274,54.03,45.97
"MG","Barra Longa",1,11,25,920,481,439,52.28,47.72
"RJ","Barra Mansa",2,49,346,4718,2530,2101,53.62,44.53
"SC","Barra Velha",1,10,81,2422,1250,1172,51.61,48.39
"PR","Barracão",1,15,30,1134,607,527,53.53,46.47
"RS","Barracão",1,9,16,796,412,384,51.76,48.24
"PI","Barras",1,37,155,1663,862,801,51.83,48.17
"CE","Barreira",1,20,67,1554,816,738,52.51,47.49
"BA","Barreiras",2,62,327,4994,2661,2333,53.28,46.72
"PI","Barreiras Do Piauí",1,10,18,809,418,391,51.67,48.33
"AM","Barreirinha",1,20,66,1528,763,765,49.93,50.07
"MA","Barreirinhas",1,116,214,2018,1060,958,52.53,47.47
"PE","Barreiros",1,16,100,1846,987,859,53.47,46.53
"SP","Barretos",1,29,258,2450,1276,1166,52.08,47.59
"SP","Barrinha",1,8,85,1394,737,657,52.87,47.13
"CE","Barro",1,22,76,1437,751,686,52.26,47.74
"BA","Barro Alto",1,15,41,1307,638,669,48.81,51.19
"GO","Barro Alto",1,8,31,1561,762,799,48.81,51.19
"PI","Barro Duro",1,7,31,1202,649,553,53.99,46.01
"BA","Barro Preto",1,6,23,962,483,479,50.21,49.79
"BA","Barrocas",1,21,51,1280,660,620,51.56,48.44
"TO","Barrolândia",1,3,18,1021,520,501,50.93,49.07
"CE","Barroquinha",1,16,48,1404,744,660,52.99,47.01
"RS","Barros Cassal",1,16,31,1108,580,528,52.35,47.65
"MG","Barroso",1,11,54,1283,714,557,55.65,43.41
"SP","Barueri",2,49,557,8571,4572,3953,53.34,46.12
"RS","Barão",1,11,18,724,390,334,53.87,46.13
"SP","Barão De Antonina",1,2,10,744,376,368,50.54,49.46
"MG","Barão De Cocais",1,14,75,1527,816,710,53.44,46.5
"RS","Barão De Cotegipe",1,7,20,727,387,340,53.23,46.77
"MA","Barão De Grajaú",1,24,60,1455,789,666,54.23,45.77
"MT","Barão De Melgaço",1,10,29,1236,613,623,49.6,50.4
"MG","Barão De Monte Alto",1,7,19,987,515,469,52.18,47.52
"RS","Barão Do Triunfo",1,7,16,836,432,404,51.67,48.33
"SP","Bastos",1,5,49,1346,706,640,52.45,47.55
"MS","Bataguassu",1,7,68,1600,856,744,53.5,46.5
"AL","Batalha",1,5,36,1398,764,634,54.65,45.35
"PI","Batalha",1,38,103,1383,727,656,52.57,47.43
"SP","Batatais",1,14,145,1853,1002,847,54.07,45.71
"MS","Batayporã",1,3,30,1256,671,585,53.42,46.58
"CE","Baturité",1,28,112,1981,1048,933,52.9,47.1
"SP","Bauru",3,58,417,8228,4389,3767,53.34,45.78
"PB","Bayeux",1,37,248,2666,1419,1247,53.23,46.77
"PB","Baía Da Traição",1,3,26,1428,739,689,51.75,48.25
"RN","Baía Formosa",1,6,23,1093,573,520,52.42,47.58
"SP","Bebedouro",1,19,181,2014,1082,931,53.72,46.23
"CE","Beberibe",1,65,167,2439,1284,1155,52.64,47.36
"CE","Bela Cruz",1,31,104,1648,854,793,51.82,48.12
"MS","Bela Vista",1,18,67,1703,892,811,52.38,47.62
"PR","Bela Vista Da Caroba",1,2,9,641,322,319,50.23,49.77
"GO","Bela Vista De Goiás",1,11,68,1950,997,953,51.13,48.87
"MG","Bela Vista De Minas",1,7,32,1054,579,471,54.93,44.69
"MA","Bela Vista Do Maranhão",1,11,39,1232,646,586,52.44,47.56
"PR","Bela Vista Do Paraíso",1,3,43,1148,625,523,54.44,45.56
"PI","Bela Vista Do Piauí",1,6,18,508,280,228,55.12,44.88
"SC","Bela Vista Do Toldo",1,13,23,705,361,344,51.21,48.79
"RJ","Belford Roxo",4,50,321,12999,6944,5831,53.42,44.86
"MG","Belmiro Braga",1,10,14,1087,542,542,49.86,49.86
"BA","Belmonte",1,15,58,1455,762,693,52.37,47.63
"SC","Belmonte",1,2,8,565,285,280,50.44,49.56
"BA","Belo Campo",1,18,66,1269,675,594,53.19,46.81
"MG","Belo Horizonte",18,88,579,52601,28071,23990,53.37,45.61
"PE","Belo Jardim",1,36,191,2173,1168,1004,53.75,46.2
"AL","Belo Monte",1,4,16,863,455,408,52.72,47.28
"MG","Belo Oriente",1,8,70,1803,953,841,52.86,46.64
"MG","Belo Vale",1,16,32,1281,648,633,50.59,49.41
"PA","Belterra",1,45,70,1627,836,791,51.38,48.62
"MA","Belágua",1,10,29,843,435,408,51.6,48.4
"AL","Belém",1,6,25,824,434,390,52.67,47.33
"PA","Belém",10,183,884,28165,15185,12980,53.91,46.09
"PB","Belém",1,8,44,1256,679,577,54.06,45.94
"PE","Belém De Maria",1,6,36,1147,611,536,53.27,46.73
"PB","Belém Do Brejo Do Cruz",1,4,22,1197,635,562,53.05,46.95
"PI","Belém Do Piauí",1,7,14,630,328,302,52.06,47.94
"PE","Belém Do São Francisco",1,8,57,1405,741,664,52.74,47.26
"PI","Beneditinos",1,27,46,1074,575,499,53.54,46.46
"MA","Benedito Leite",1,5,15,873,451,422,51.66,48.34
"SC","Benedito Novo",1,8,28,912,486,426,53.29,46.71
"PA","Benevides",1,32,150,2412,1276,1136,52.9,47.1
"AM","Benjamin Constant",1,26,79,1543,772,771,50.03,49.97
"RS","Benjamin Constant Do Sul",1,5,9,620,338,282,54.52,45.48
"SP","Bento De Abreu",1,1,7,525,273,252,52,48
"RN","Bento Fernandes",1,5,20,795,407,388,51.19,48.81
"RS","Bento Gonçalves",1,52,267,2949,1599,1350,54.22,45.78
"MA","Bequimão",1,19,71,2154,1115,1039,51.76,48.24
"MG","Berilo",1,19,41,1233,669,557,54.26,45.17
"MG","Berizal",1,5,13,813,393,420,48.34,51.66
"PB","Bernardino Batista",1,4,15,777,411,366,52.9,47.1
"SP","Bernardino De Campos",1,3,23,955,502,452,52.57,47.33
"MA","Bernardo Do Mearim",1,11,25,907,497,410,54.8,45.2
"TO","Bernardo Sayão",1,5,17,871,450,421,51.66,48.34
"SP","Bertioga",1,23,148,3291,1717,1566,52.17,47.58
"PI","Bertolínia",1,8,25,1008,513,495,50.89,49.11
"MG","Bertópolis",1,4,21,844,433,411,51.3,48.7
"AM","Beruri",1,12,44,1277,650,627,50.9,49.1
"MG","Betim",2,75,656,7070,3807,3262,53.85,46.14
"PE","Betânia",1,5,31,1229,677,552,55.09,44.91
"PI","Betânia Do Piauí",1,9,24,759,381,378,50.2,49.8
"PE","Bezerros",1,25,166,2253,1184,1069,52.55,47.45
"MG","Bias Fortes",1,10,12,786,412,372,52.42,47.33
"MG","Bicas",1,6,46,1449,768,678,53,46.79
"SC","Biguaçu",1,30,161,2769,1428,1341,51.57,48.43
"SP","Bilac",1,2,21,925,496,429,53.62,46.38
"MG","Biquinhas",1,2,10,789,388,401,49.18,50.82
"SP","Birigui",1,27,263,2209,1176,1032,53.24,46.72
"SP","Biritiba Mirim",1,9,72,1883,951,928,50.5,49.28
"BA","Biritinga",1,16,46,1185,628,557,53,47
"PR","Bituruna",1,20,49,1242,650,592,52.33,47.67
"SC","Blumenau",2,48,630,6134,3229,2905,52.64,47.36
"ES","Boa Esperança",1,7,39,1268,668,600,52.68,47.32
"MG","Boa Esperança",1,15,87,1794,949,836,52.9,46.6
"PR","Boa Esperança",1,3,13,809,444,365,54.88,45.12
"PR","Boa Esperança Do Iguaçu",1,1,8,555,284,271,51.17,48.83
"MT","Boa Esperança Do Norte",1,3,12,1100,556,544,50.55,49.45
"SP","Boa Esperança Do Sul",1,3,32,1075,576,499,53.58,46.42
"PI","Boa Hora",1,3,23,872,466,406,53.44,46.56
"BA","Boa Nova",1,14,58,1217,637,580,52.34,47.66
"RN","Boa Saúde",1,4,25,1125,591,534,52.53,47.47
"PB","Boa Ventura",1,4,20,1098,560,538,51,49
"PR","Boa Ventura De São Roque",1,12,23,805,431,374,53.54,46.46
"CE","Boa Viagem",1,73,174,2300,1228,1072,53.39,46.61
"PB","Boa Vista",1,2,20,911,471,440,51.7,48.3
"RR","Boa Vista",2,135,676,6687,3502,3185,52.37,47.63
"PR","Boa Vista Da Aparecida",1,3,20,1082,555,527,51.29,48.71
"RS","Boa Vista Das Missões",1,4,7,617,334,283,54.13,45.87
"RS","Boa Vista Do Buricá",1,12,20,793,429,364,54.1,45.9
"RS","Boa Vista Do Cadeado",1,7,10,504,270,234,53.57,46.43
"MA","Boa Vista Do Gurupi",1,11,26,1038,541,497,52.12,47.88
"RS","Boa Vista Do Incra",1,5,9,544,276,268,50.74,49.26
"AM","Boa Vista Do Ramos",1,13,41,1218,619,599,50.82,49.18
"RS","Boa Vista Do Sul",1,7,10,463,246,217,53.13,46.87
"BA","Boa Vista Do Tupim",1,18,55,1185,611,574,51.56,48.44
"AL","Boca Da Mata",1,9,56,1519,855,664,56.29,43.71
"AM","Boca Do Acre",1,10,73,1495,777,718,51.97,48.03
"PI","Bocaina",1,8,27,1154,609,545,52.77,47.23
"SP","Bocaina",1,5,31,922,483,439,52.39,47.61
"MG","Bocaina De Minas",1,4,14,887,463,419,52.2,47.24
"SC","Bocaina Do Sul",1,5,12,732,369,363,50.41,49.59
"MG","Bocaiúva",1,26,118,1744,919,824,52.69,47.25
"PR","Bocaiúva Do Sul",1,9,32,1213,641,572,52.84,47.16
"PE","Bodocó",1,14,85,1704,887,817,52.05,47.95
"MS","Bodoquena",1,7,28,1021,535,486,52.4,47.6
"RN","Bodó",1,2,10,794,424,370,53.4,46.6
"SP","Bofete",1,3,25,1568,809,759,51.59,48.41
"SP","Boituva",1,14,121,2436,1296,1139,53.2,46.76
"PE","Bom Conselho",1,17,125,1882,997,885,52.98,47.02
"MG","Bom Despacho",1,22,127,2060,1070,986,51.94,47.86
"MA","Bom Jardim",1,70,137,1847,945,902,51.16,48.84
"PE","Bom Jardim",1,20,116,1478,830,648,56.16,43.84
"RJ","Bom Jardim",1,23,89,1634,872,756,53.37,46.27
"SC","Bom Jardim Da Serra",1,5,14,847,431,416,50.89,49.11
"GO","Bom Jardim De Goiás",1,4,25,1207,610,597,50.54,49.46
"MG","Bom Jardim De Minas",1,6,26,1061,558,499,52.59,47.03
"PB","Bom Jesus",1,3,11,696,375,321,53.88,46.12
"PI","Bom Jesus",1,23,82,1520,798,722,52.5,47.5
"RN","Bom Jesus",1,7,31,1174,603,571,51.36,48.64
"RS","Bom Jesus",1,11,33,1202,631,571,52.5,47.5
"SC","Bom Jesus",1,3,8,664,343,321,51.66,48.34
"BA","Bom Jesus Da Lapa",1,45,172,2452,1300,1152,53.02,46.98
"MG","Bom Jesus Da Penha",1,2,11,737,391,344,53.05,46.68
"BA","Bom Jesus Da Serra",1,8,34,994,518,476,52.11,47.89
"MA","Bom Jesus Das Selvas",1,32,96,1595,818,777,51.29,48.71
"GO","Bom Jesus De Goiás",1,9,51,1691,901,790,53.28,46.72
"MG","Bom Jesus Do Amparo",1,6,19,901,468,433,51.94,48.06
"MT","Bom Jesus Do Araguaia",1,5,19,1472,758,714,51.49,48.51
"MG","Bom Jesus Do Galho",1,14,63,1492,757,735,50.74,49.26
"RJ","Bom Jesus Do Itabapoana",1,20,112,1950,1022,927,52.41,47.54
"ES","Bom Jesus Do Norte",1,6,33,1542,807,735,52.33,47.67
"SC","Bom Jesus Do Oeste",1,3,9,489,248,241,50.72,49.28
"PR","Bom Jesus Do Sul",1,14,18,794,412,382,51.89,48.11
"PA","Bom Jesus Do Tocantins",1,10,45,1544,809,735,52.4,47.6
"TO","Bom Jesus Do Tocantins",1,3,15,854,418,436,48.95,51.05
"SP","Bom Jesus Dos Perdões",1,11,57,1546,818,728,52.91,47.09
"MA","Bom Lugar",1,20,56,1124,569,555,50.62,49.38
"RS","Bom Princípio",1,9,30,1069,562,507,52.57,47.43
"PI","Bom Princípio Do Piauí",1,11,35,1004,521,483,51.89,48.11
"RS","Bom Progresso",1,4,8,790,425,365,53.8,46.2
"MG","Bom Repouso",1,8,29,1172,626,542,53.41,46.25
"SC","Bom Retiro",1,11,25,915,476,439,52.02,47.98
"RS","Bom Retiro Do Sul",1,12,34,1104,590,514,53.44,46.56
"MG","Bom Sucesso",1,13,52,1292,673,616,52.09,47.68
"PB","Bom Sucesso",1,3,15,890,455,435,51.12,48.88
"PR","Bom Sucesso",1,2,18,905,480,425,53.04,46.96
"SP","Bom Sucesso De Itararé",1,2,11,738,379,359,51.36,48.64
"PR","Bom Sucesso Do Sul",1,2,11,647,343,304,53.01,46.99
"SC","Bombinhas",1,9,52,2065,1079,986,52.25,47.75
"MG","Bonfim",1,13,26,1193,617,574,51.72,48.11
"RR","Bonfim",1,17,52,1983,998,985,50.33,49.67
"PI","Bonfim Do Piauí",1,13,21,687,368,319,53.57,46.43
"GO","Bonfinópolis",1,4,23,1564,820,744,52.43,47.57
"MG","Bonfinópolis De Minas",1,4,22,966,519,445,53.73,46.07
"BA","Boninal",1,30,45,1143,594,548,51.97,47.94
"BA","Bonito",1,10,42,1105,576,529,52.13,47.87
"MS","Bonito",1,12,62,1877,996,881,53.06,46.94
"PA","Bonito",1,20,50,1296,659,637,50.85,49.15
"PE","Bonito",1,14,92,1845,969,876,52.52,47.48
"MG","Bonito De Minas",1,29,40,1193,594,596,49.79,49.96
"PB","Bonito De Santa Fé",1,6,27,1100,588,512,53.45,46.55
"GO","Bonópolis",1,4,13,1201,600,601,49.96,50.04
"PB","Boqueirão",1,10,51,1386,744,642,53.68,46.32
"RS","Boqueirão Do Leão",1,15,22,795,421,374,52.96,47.04
"PI","Boqueirão Do Piauí",1,10,24,881,464,417,52.67,47.33
"SE","Boquim",1,14,78,1457,785,672,53.88,46.12
"BA","Boquira",1,44,77,1168,617,551,52.83,47.17
"SP","Boracéia",1,2,12,706,371,335,52.55,47.45
"AM","Borba",1,17,77,1650,833,817,50.48,49.52
"PB","Borborema",1,3,20,869,463,406,53.28,46.72
"SP","Borborema",1,5,32,1030,557,473,54.08,45.92
"MG","Borda Da Mata",1,13,43,1260,669,584,53.1,46.35
"SP","Borebi",1,1,8,705,389,316,55.18,44.82
"PR","Borrazópolis",1,4,27,959,495,464,51.62,48.38
"SP","Borá",1,1,4,414,206,208,49.76,50.24
"RS","Bossoroca",1,15,22,868,449,419,51.73,48.27
"MG","Botelhos",1,7,39,1261,672,580,53.29,46
"SP","Botucatu",1,48,324,2715,1482,1233,54.59,45.41
"MG","Botumirim",1,6,20,929,481,448,51.78,48.22
"BA","Botuporã",1,14,37,1164,601,563,51.63,48.37
"SC","Botuverá",1,9,18,781,406,375,51.98,48.02
"RS","Bozano",1,8,11,726,366,360,50.41,49.59
"RS","Braga",1,8,13,755,394,361,52.19,47.81
"PR","Braganey",1,5,17,710,359,351,50.56,49.44
"PA","Bragança",1,121,352,2545,1331,1214,52.3,47.7
"SP","Bragança Paulista",2,43,310,4398,2328,2068,52.93,47.02
"AL","Branquinha",1,2,26,1173,620,553,52.86,47.14
"PA","Brasil Novo",1,17,64,1996,1092,904,54.71,45.29
"PI","Brasileira",1,16,36,1131,586,545,51.81,48.19
"MS","Brasilândia",1,6,37,1275,670,605,52.55,47.45
"MG","Brasilândia De Minas",1,6,38,1465,755,702,51.54,47.92
"PR","Brasilândia Do Sul",1,3,12,817,444,373,54.35,45.65
"TO","Brasilândia Do Tocantins",1,3,10,659,329,330,49.92,50.08
"AC","Brasiléia",1,24,80,1762,946,816,53.69,46.31
"MT","Brasnorte",1,11,43,1634,830,804,50.8,49.2
"MG","Brasília De Minas",1,40,112,1582,821,753,51.9,47.6
"GO","Brazabrantes",1,2,12,1122,558,564,49.73,50.27
"MG","Brazópolis",1,8,40,1243,655,574,52.7,46.18
"SC","Braço Do Norte",1,23,75,1526,841,685,55.11,44.89
"SC","Braço Do Trombudo",1,4,11,690,365,325,52.9,47.1
"SP","Braúna",1,2,15,788,432,356,54.82,45.18
"MG","Braúnas",1,4,20,828,424,400,51.21,48.31
"ES","Brejetuba",1,6,35,1160,619,539,53.36,46.47
"PE","Brejinho",1,3,23,1114,576,538,51.71,48.29
"RN","Brejinho",1,5,28,1035,554,481,53.53,46.47
"TO","Brejinho De Nazaré",1,4,16,983,494,489,50.25,49.75
"MA","Brejo",1,40,107,1473,769,704,52.21,47.79
"SP","Brejo Alegre",1,2,9,962,483,479,50.21,49.79
"PE","Brejo Da Madre De Deus",1,28,112,1928,1032,878,53.53,45.54
"MA","Brejo De Areia",1,17,34,1159,592,567,51.08,48.92
"PB","Brejo Do Cruz",1,7,36,1154,611,543,52.95,47.05
"PI","Brejo Do Piauí",1,3,17,643,338,305,52.57,47.43
"PB","Brejo Dos Santos",1,3,18,965,497,468,51.5,48.5
"SE","Brejo Grande",1,6,25,1244,645,599,51.85,48.15
"PA","Brejo Grande Do Araguaia",1,10,30,1254,628,626,50.08,49.92
"CE","Brejo Santo",1,55,154,2001,1083,918,54.12,45.88
"BA","Brejolândia",1,14,32,1023,531,492,51.91,48.09
"PE","Brejão",1,7,46,1322,708,614,53.56,46.44
"BA","Brejões",1,9,37,1220,603,617,49.43,50.57
"PA","Breu Branco",1,27,128,2063,1066,997,51.67,48.33
"PA","Breves",1,49,231,2146,1140,1006,53.12,46.88
"GO","Britânia",1,4,19,1305,637,668,48.81,51.19
"RS","Brochier",1,10,15,780,422,358,54.1,45.9
"SP","Brodowski",1,6,52,1374,734,640,53.42,46.58
"SP","Brotas",1,8,57,1463,750,713,51.26,48.74
"BA","Brotas De Macaúbas",1,33,50,1097,599,498,54.6,45.4
"MG","Brumadinho",1,30,105,2482,1293,1188,52.1,47.86
"BA","Brumado",1,26,189,2187,1175,1012,53.73,46.27
"SC","Brunópolis",1,7,12,771,395,376,51.23,48.77
"SC","Brusque",2,50,235,3914,2113,1801,53.99,46.01
"MG","Brás Pires",1,4,15,885,463,422,52.32,47.68
"MG","Bueno Brandão",1,3,25,968,497,465,51.34,48.04
"PE","Buenos Aires",1,6,33,1276,668,608,52.35,47.65
"MG","Buenópolis",1,10,33,1121,591,527,52.72,47.01
"BA","Buerarema",1,10,42,1730,920,810,53.18,46.82
"MG","Bugre",1,6,16,931,486,445,52.2,47.8
"AC","Bujari",1,11,41,1336,696,640,52.1,47.9
"PA","Bujaru",1,27,81,1582,849,733,53.67,46.33
"SP","Buri",1,8,49,1219,639,580,52.42,47.58
"SP","Buritama",1,5,38,1285,684,601,53.23,46.77
"MA","Buriti",1,40,91,1387,702,685,50.61,49.39
"GO","Buriti Alegre",1,5,30,1202,625,577,52,48
"MA","Buriti Bravo",1,16,70,1653,846,806,51.18,48.76
"GO","Buriti De Goiás",1,2,10,906,463,443,51.1,48.9
"TO","Buriti Do Tocantins",1,5,23,971,500,471,51.49,48.51
"PI","Buriti Dos Lopes",1,27,81,1282,675,607,52.65,47.35
"PI","Buriti Dos Montes",1,21,33,938,471,467,50.21,49.79
"MA","Buriticupu",1,56,173,1947,1011,936,51.93,48.07
"GO","Buritinópolis",1,3,12,802,431,371,53.74,46.26
"BA","Buritirama",1,23,56,1225,637,588,52,48
"MA","Buritirana",1,17,49,931,495,436,53.17,46.83
"MG","Buritis",1,20,72,1891,976,905,51.61,47.86
"RO","Buritis",1,10,81,1750,909,841,51.94,48.06
"SP","Buritizal",1,2,13,920,482,438,52.39,47.61
"MG","Buritizeiro",1,17,76,1734,890,838,51.33,48.33
"RS","Butiá",1,13,46,1328,688,640,51.81,48.19
"PE","Buíque",1,16,113,1874,1005,848,53.63,45.25
"SP","Bálsamo",1,2,20,1028,525,503,51.07,48.93
"AM","Caapiranga",1,5,26,1120,563,557,50.27,49.73
"PB","Caaporã",1,11,54,1306,680,626,52.07,47.93
"MS","Caarapó",1,12,72,1911,1016,895,53.17,46.83
"BA","Caatiba",1,10,34,966,499,467,51.66,48.34
"PB","Cabaceiras",1,4,16,921,484,437,52.55,47.45
"BA","Cabaceiras Do Paraguaçu",1,10,47,1216,637,579,52.38,47.62
"MG","Cabeceira Grande",1,3,19,1280,652,620,50.94,48.44
"GO","Cabeceiras",1,7,28,1269,622,647,49.01,50.99
"PI","Cabeceiras Do Piauí",1,8,36,1017,524,493,51.52,48.48
"PB","Cabedelo",1,31,158,2695,1428,1267,52.99,47.01
"RO","Cabixi",1,4,24,978,510,468,52.15,47.85
"PE","Cabo De Santo Agostinho",2,44,284,5420,2906,2514,53.62,46.38
"RJ","Cabo Frio",2,56,415,8599,4564,3967,53.08,46.13
"MG","Cabo Verde",1,6,30,1022,550,467,53.82,45.69
"SP","Cabreúva",1,13,105,1977,1063,914,53.77,46.23
"PE","Cabrobó",1,24,84,2020,1086,934,53.76,46.24
"SP","Cabrália Paulista",1,1,11,863,437,426,50.64,49.36
"RO","Cacaulândia",1,4,18,906,471,435,51.99,48.01
"RS","Cacequi",1,9,32,1288,687,601,53.34,46.66
"BA","Cachoeira",1,26,87,2036,1078,958,52.95,47.05
"GO","Cachoeira Alta",1,4,27,1039,547,492,52.65,47.35
"MG","Cachoeira Da Prata",1,2,13,715,371,344,51.89,48.11
"GO","Cachoeira De Goiás",1,1,6,779,393,386,50.45,49.55
"MG","Cachoeira De Minas",1,6,33,1079,561,512,51.99,47.45
"MG","Cachoeira De Pajeú",1,8,30,991,515,470,51.97,47.43
"PA","Cachoeira Do Arari",1,29,66,1493,785,708,52.58,47.42
"PA","Cachoeira Do Piriá",1,32,62,1255,650,605,51.79,48.21
"RS","Cachoeira Do Sul",1,63,218,2150,1157,993,53.81,46.19
"PB","Cachoeira Dos Índios",1,9,31,1114,621,493,55.75,44.25
"GO","Cachoeira Dourada",1,5,29,1296,654,642,50.46,49.54
"MG","Cachoeira Dourada",1,4,10,922,458,464,49.67,50.33
"MA","Cachoeira Grande",1,18,38,1061,538,523,50.71,49.29
"SP","Cachoeira Paulista",1,15,80,1518,794,723,52.31,47.63
"RJ","Cachoeiras De Macacu",1,37,157,2733,1427,1276,52.21,46.69
"PE","Cachoeirinha",1,7,52,1318,695,623,52.73,47.27
"RS","Cachoeirinha",1,34,276,3200,1714,1486,53.56,46.44
"TO","Cachoeirinha",1,1,8,700,347,353,49.57,50.43
"ES","Cachoeiro De Itapemirim",2,73,457,4502,2406,2094,53.44,46.51
"PB","Cacimba De Areia",1,2,18,978,489,489,50,50
"PB","Cacimba De Dentro",1,9,42,1415,774,641,54.7,45.3
"PB","Cacimbas",1,3,26,949,501,448,52.79,47.21
"AL","Cacimbinhas",1,4,24,1134,641,493,56.53,43.47
"RS","Cacique Doble",1,10,15,674,362,312,53.71,46.29
"RO","Cacoal",1,45,255,2918,1566,1352,53.67,46.33
"SP","Caconde",1,5,41,1109,592,517,53.38,46.62
"BA","Caculé",1,22,60,1409,735,674,52.16,47.84
"BA","Caem",1,10,31,1066,554,512,51.97,48.03
"BA","Caetanos",1,11,34,1034,521,513,50.39,49.61
"MG","Caetanópolis",1,7,31,1143,614,529,53.72,46.28
"BA","Caetité",1,60,158,1891,997,893,52.72,47.22
"MG","Caeté",1,20,105,2175,1164,991,53.52,45.56
"PE","Caetés",1,5,61,1275,692,579,54.27,45.41
"BA","Cafarnaum",1,17,50,1137,599,537,52.68,47.23
"PR","Cafeara",1,1,7,580,315,265,54.31,45.69
"PR","Cafelândia",1,7,42,1228,635,593,51.71,48.29
"SP","Cafelândia",1,8,41,1182,612,570,51.78,48.22
"PR","Cafezal Do Sul",1,4,15,889,467,422,52.53,47.47
"SP","Caiabu",1,4,13,693,372,321,53.68,46.32
"MG","Caiana",1,8,19,907,468,439,51.6,48.4
"GO","Caiapônia",1,7,42,1544,811,733,52.53,47.47
"RS","Caibaté",1,11,16,738,386,352,52.3,47.7
"SC","Caibi",1,11,19,958,497,461,51.88,48.12
"RN","Caicó",1,23,139,2004,1071,933,53.44,46.56
"SP","Caieiras",1,25,194,2709,1399,1294,51.64,47.77
"BA","Cairu",1,14,46,1830,940,890,51.37,48.63
"SP","Caiuá",1,3,15,852,441,411,51.76,48.24
"PB","Caiçara",1,5,22,991,534,457,53.88,46.12
"RS","Caiçara",1,10,15,755,390,365,51.66,48.34
"RN","Caiçara Do Norte",1,4,18,824,442,382,53.64,46.36
